Post-RPSBLAST Processing Utility v0.5.1
End processing Query U00096.3_2730_#_2906643_#_2907941_#_-1_#_ID=1_2730;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.503
End processing Query U00096.3_2731_#_2908029_#_2909666_#_-1_#_ID=1_2731;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.520
RPSBlast session 1 done...
RPSBlast session 1 start...
Calculating....
End processing Query U00096.3_2732_#_2909894_#_2910685_#_-1_#_ID=1_2732;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.508
End processing Query U00096.3_2733_#_2910756_#_2911091_#_-1_#_ID=1_2733;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.455
End processing Query U00096.3_2734_#_2911091_#_2911339_#_-1_#_ID=1_2734;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.478
End processing Query U00096.3_2735_#_2911417_#_2913651_#_-1_#_ID=1_2735;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.538
End processing Query U00096.3_2736_#_2913699_#_2915000_#_-1_#_ID=1_2736;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.515
End processing Query U00096.3_2737_#_2915057_#_2917813_#_1_#_ID=1_2737;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.498
End processing Query U00096.3_2738_#_2918045_#_2919385_#_-1_#_ID=1_2738;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.532
End processing Query U00096.3_2739_#_2919406_#_2920746_#_-1_#_ID=1_2739;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.541
End processing Query U00096.3_2740_#_2920748_#_2922100_#_-1_#_ID=1_2740;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.523
End processing Query U00096.3_2741_#_2922535_#_2922984_#_-1_#_ID=1_2741;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.524
End processing Query U00096.3_2742_#_2923002_#_2923784_#_-1_#_ID=1_2742;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.538
End processing Query U00096.3_2743_#_2923784_#_2924113_#_-1_#_ID=1_2743;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.518
End processing Query U00096.3_2744_#_2924735_#_2925280_#_-1_#_ID=1_2744;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.476
End processing Query U00096.3_2745_#_2925348_#_2926196_#_1_#_ID=1_2745;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.489
End processing Query U00096.3_2746_#_2926308_#_2927672_#_1_#_ID=1_2746;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.514
End processing Query U00096.3_2747_#_2928229_#_2929518_#_1_#_ID=1_2747;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.523
End processing Query U00096.3_2748_#_2929576_#_2930943_#_1_#_ID=1_2748;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.550
End processing Query U00096.3_2749_#_2931055_#_2931810_#_1_#_ID=1_2749;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.528
End processing Query U00096.3_2750_#_2931865_#_2933013_#_-1_#_ID=1_2750;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.534
End processing Query U00096.3_2751_#_2933041_#_2933688_#_-1_#_ID=1_2751;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.489
End processing Query U00096.3_2752_#_2934235_#_2935551_#_1_#_ID=1_2752;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.477
End processing Query U00096.3_2753_#_2935584_#_2937359_#_1_#_ID=1_2753;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.545
End processing Query U00096.3_2754_#_2937468_#_2938886_#_1_#_ID=1_2754;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.511
End processing Query U00096.3_2755_#_2938888_#_2939310_#_1_#_ID=1_2755;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.489
End processing Query U00096.3_2756_#_2939368_#_2940099_#_1_#_ID=1_2756;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.482
End processing Query U00096.3_2757_#_2940143_#_2941243_#_-1_#_ID=1_2757;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.522
End processing Query U00096.3_2758_#_2941236_#_2941631_#_-1_#_ID=1_2758;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.551
End processing Query U00096.3_2759_#_2941650_#_2942567_#_-1_#_ID=1_2759;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.493
End processing Query U00096.3_2760_#_2942918_#_2943145_#_-1_#_ID=1_2760;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.465
End processing Query U00096.3_2761_#_2943337_#_2944542_#_1_#_ID=1_2761;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.559
RPSBlast session 2 done...
RPSBlast session 2 start...
Calculating....
End processing Query U00096.3_2762_#_2944542_#_2944985_#_1_#_ID=1_2762;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.545
End processing Query U00096.3_2763_#_2945036_#_2945842_#_-1_#_ID=1_2763;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.546
End processing Query U00096.3_2764_#_2946081_#_2947178_#_-1_#_ID=1_2764;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.527
End processing Query U00096.3_2765_#_2947757_#_2949010_#_-1_#_ID=1_2765;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.536
End processing Query U00096.3_2766_#_2949242_#_2950573_#_1_#_ID=1_2766;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.526
End processing Query U00096.3_2767_#_2950635_#_2952461_#_-1_#_ID=1_2767;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.553
End processing Query U00096.3_2768_#_2952461_#_2956003_#_-1_#_ID=1_2768;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.545
End processing Query U00096.3_2769_#_2955996_#_2958884_#_-1_#_ID=1_2769;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.512
End processing Query U00096.3_2770_#_2959060_#_2962428_#_-1_#_ID=1_2770;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.536
End processing Query U00096.3_2771_#_2962441_#_2962764_#_-1_#_ID=1_2771;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.546
End processing Query U00096.3_2772_#_2962749_#_2963156_#_-1_#_ID=1_2772;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.525
End processing Query U00096.3_2773_#_2963153_#_2963716_#_-1_#_ID=1_2773;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.525
End processing Query U00096.3_2774_#_2963707_#_2964177_#_-1_#_ID=1_2774;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.544
End processing Query U00096.3_2775_#_2964361_#_2965155_#_-1_#_ID=1_2775;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512
End processing Query U00096.3_2776_#_2965162_#_2966037_#_-1_#_ID=1_2776;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.527
End processing Query U00096.3_2777_#_2966188_#_2968434_#_-1_#_ID=1_2777;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.539
End processing Query U00096.3_2778_#_2968447_#_2968977_#_-1_#_ID=1_2778;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.495
End processing Query U00096.3_2779_#_2969330_#_2969476_#_-1_#_ID=1_2779;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.429
End processing Query U00096.3_2780_#_2969662_#_2970351_#_1_#_ID=1_2780;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.536
End processing Query U00096.3_2781_#_2970420_#_2971133_#_1_#_ID=1_2781;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.499
End processing Query U00096.3_2782_#_2971271_#_2971489_#_1_#_ID=1_2782;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
End processing Query U00096.3_2783_#_2971597_#_2972637_#_1_#_ID=1_2783;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.544
End processing Query U00096.3_2784_#_2972669_#_2973862_#_-1_#_ID=1_2784;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.557
End processing Query U00096.3_2785_#_2973855_#_2976014_#_-1_#_ID=1_2785;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.526
End processing Query U00096.3_2786_#_2976599_#_2977630_#_1_#_ID=1_2786;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527
End processing Query U00096.3_2787_#_2977637_#_2978899_#_-1_#_ID=1_2787;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.530
RPSBlast session 3 done...
RPSBlast session 3 start...
Calculating....
End processing Query U00096.3_2788_#_2979021_#_2979956_#_1_#_ID=1_2788;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.534
End processing Query U00096.3_2789_#_2979943_#_2980635_#_-1_#_ID=1_2789;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.508
End processing Query U00096.3_2790_#_2980764_#_2982182_#_-1_#_ID=1_2790;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.511
End processing Query U00096.3_2791_#_2982497_#_2983258_#_-1_#_ID=1_2791;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.518
End processing Query U00096.3_2792_#_2983288_#_2984124_#_-1_#_ID=1_2792;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.493
End processing Query U00096.3_2793_#_2984411_#_2985592_#_-1_#_ID=1_2793;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.536
End processing Query U00096.3_2794_#_2985847_#_2987076_#_1_#_ID=1_2794;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.445
End processing Query U00096.3_2795_#_2987536_#_2988168_#_1_#_ID=1_2795;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.374
End processing Query U00096.3_2796_#_2988250_#_2988381_#_-1_#_ID=1_2796;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.280
End processing Query U00096.3_2797_#_2988502_#_2989311_#_1_#_ID=1_2797;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.396
End processing Query U00096.3_2798_#_2989304_#_2989786_#_1_#_ID=1_2798;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.317
End processing Query U00096.3_2799_#_2989819_#_2989959_#_-1_#_ID=1_2799;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.298
End processing Query U00096.3_2800_#_2989935_#_2990360_#_-1_#_ID=1_2800;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.329
End processing Query U00096.3_2801_#_2990554_#_2991000_#_1_#_ID=1_2801;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.324
End processing Query U00096.3_2802_#_2991268_#_2991759_#_1_#_ID=1_2802;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.327
End processing Query U00096.3_2803_#_2992094_#_2993470_#_1_#_ID=1_2803;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.347
End processing Query U00096.3_2804_#_2993638_#_2993856_#_1_#_ID=1_2804;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.338
End processing Query U00096.3_2805_#_2994041_#_2994415_#_1_#_ID=1_2805;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.333
End processing Query U00096.3_2806_#_2994460_#_2994903_#_-1_#_ID=1_2806;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.358
End processing Query U00096.3_2807_#_2994937_#_2995092_#_-1_#_ID=1_2807;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.353
End processing Query U00096.3_2808_#_2995314_#_2995745_#_-1_#_ID=1_2808;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.319
End processing Query U00096.3_2809_#_2995748_#_2996020_#_-1_#_ID=1_2809;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.297
End processing Query U00096.3_2810_#_2996372_#_2997277_#_-1_#_ID=1_2810;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.551
End processing Query U00096.3_2811_#_2997235_#_2997600_#_-1_#_ID=1_2811;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.530
End processing Query U00096.3_2812_#_2998034_#_2998828_#_-1_#_ID=1_2812;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.425
End processing Query U00096.3_2813_#_2999136_#_2999891_#_-1_#_ID=1_2813;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.507
End processing Query U00096.3_2814_#_3000306_#_3002603_#_1_#_ID=1_2814;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531
End processing Query U00096.3_2815_#_3002614_#_3003492_#_1_#_ID=1_2815;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.537
End processing Query U00096.3_2816_#_3003489_#_3003968_#_1_#_ID=1_2816;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.521
End processing Query U00096.3_2817_#_3004008_#_3005786_#_-1_#_ID=1_2817;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.458
End processing Query U00096.3_2818_#_3006265_#_3007452_#_1_#_ID=1_2818;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.500
End processing Query U00096.3_2819_#_3007510_#_3008706_#_1_#_ID=1_2819;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.536
End processing Query U00096.3_2820_#_3008764_#_3009975_#_1_#_ID=1_2820;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.515
End processing Query U00096.3_2821_#_3010028_#_3011413_#_1_#_ID=1_2821;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.528
End processing Query U00096.3_2822_#_3011461_#_3012393_#_1_#_ID=1_2822;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.491
End processing Query U00096.3_2823_#_3012614_#_3014239_#_-1_#_ID=1_2823;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.522
End processing Query U00096.3_2824_#_3014287_#_3015057_#_-1_#_ID=1_2824;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.506
RPSBlast session 4 done...
RPSBlast session 4 start...
Calculating....
End processing Query U00096.3_2825_#_3015160_#_3015738_#_1_#_ID=1_2825;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.432
End processing Query U00096.3_2826_#_3016060_#_3019158_#_1_#_ID=1_2826;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.522
End processing Query U00096.3_2827_#_3019161_#_3020489_#_1_#_ID=1_2827;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.527
End processing Query U00096.3_2828_#_3020540_#_3021319_#_1_#_ID=1_2828;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.545
End processing Query U00096.3_2829_#_3021316_#_3024186_#_1_#_ID=1_2829;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.529
End processing Query U00096.3_2830_#_3024351_#_3025751_#_1_#_ID=1_2830;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.489
End processing Query U00096.3_2831_#_3025769_#_3027085_#_1_#_ID=1_2831;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.490
End processing Query U00096.3_2832_#_3027121_#_3028488_#_1_#_ID=1_2832;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.526
End processing Query U00096.3_2833_#_3028524_#_3029012_#_-1_#_ID=1_2833;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.548
End processing Query U00096.3_2834_#_3029012_#_3030931_#_-1_#_ID=1_2834;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.528
End processing Query U00096.3_2835_#_3031367_#_3032815_#_1_#_ID=1_2835;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.490
End processing Query U00096.3_2836_#_3032817_#_3032942_#_1_#_ID=1_2836;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.341
End processing Query U00096.3_2837_#_3033065_#_3033613_#_1_#_ID=1_2837;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.501
End processing Query U00096.3_2838_#_3033657_#_3035174_#_-1_#_ID=1_2838;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.532
End processing Query U00096.3_2839_#_3035184_#_3036065_#_-1_#_ID=1_2839;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.535
End processing Query U00096.3_2840_#_3036373_#_3038106_#_-1_#_ID=1_2840;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.567
End processing Query U00096.3_2841_#_3038112_#_3038822_#_-1_#_ID=1_2841;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.484
End processing Query U00096.3_2842_#_3038847_#_3039743_#_-1_#_ID=1_2842;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.528
End processing Query U00096.3_2843_#_3039855_#_3040376_#_1_#_ID=1_2843;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.513
End processing Query U00096.3_2844_#_3040416_#_3040823_#_-1_#_ID=1_2844;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.534
End processing Query U00096.3_2845_#_3040804_#_3041070_#_-1_#_ID=1_2845;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.494
End processing Query U00096.3_2846_#_3041313_#_3042293_#_1_#_ID=1_2846;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.539
End processing Query U00096.3_2847_#_3042489_#_3043148_#_-1_#_ID=1_2847;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.517
